Song_correct;Artist_correct;Song_concat;YT_link
lucciola;maanam;lucciola maanam;https://www.youtube.com/watch?v=0PMv6Hna6jI
luciola;maanam;luciola maanam;https://www.youtube.com/watch?v=0PMv6Hna6jI
luciolla;maanam;luciolla maanam;https://www.youtube.com/watch?v=0PMv6Hna6jI
nie poganiaj mnie bo trace oddech;maanam;nie poganiaj mnie bo trace oddech maanam;https://www.youtube.com/watch?v=FdIid5IJEds
oprocz;maanam;oprocz maanam;https://www.youtube.com/watch?v=UaydRx-Ygzk
oprocz blekitnego nieba;maanam;oprocz blekitnego nieba maanam;https://www.youtube.com/watch?v=UaydRx-Ygzk
paranoja jest gola;maanam;paranoja jest gola maanam;https://www.youtube.com/watch?v=fUmt6B4pL9k
po prostu badz ;maanam;po prostu badz  maanam;https://www.youtube.com/watch?v=hIlJrDTv2kI
po to jestes na swiecie;maanam;po to jestes na swiecie maanam;https://www.youtube.com/watch?v=11Pdn6HPqo0
raz-dwa-raz-dwa;maanam;raz-dwa-raz-dwa maanam;https://www.youtube.com/watch?v=VB_nYhxrDRc
roza ;maanam;roza  maanam;https://www.youtube.com/watch?v=uofLTtWRDyo
sahara;maanam;sahara maanam;https://www.youtube.com/watch?v=RD5dAcRIjJo
szal niebieskich cial;maanam;szal niebieskich cial maanam;https://www.youtube.com/watch?v=n15lN6LqqIc
szare miraze;maanam;szare miraze maanam;https://www.youtube.com/watch?v=2gONxaO72Qo
ta noc do innych jest niepodobna;maanam;ta noc do innych jest niepodobna maanam;https://www.youtube.com/watch?v=RpZ0bdTkwOI
wyjatkowo zimny maj;maanam;wyjatkowo zimny maj maanam;https://www.youtube.com/watch?v=3Skn4vxU9cA
moja rozmowa;maciej balcar;moja rozmowa maciej balcar;https://www.youtube.com/watch?v=FCUz5KEwHjo
agatko pocaluj;maciej kossowski;agatko pocaluj maciej kossowski;https://www.youtube.com/watch?v=JWiyR-qXDbk
dwudziestolatki;maciej kossowski;dwudziestolatki maciej kossowski;https://www.youtube.com/watch?v=KWy0gtb4rP8
wakacje z blondynka;maciej kossowski;wakacje z blondynka maciej kossowski;https://www.youtube.com/watch?v=RADwoQxgQ14
barman;maciej malenczuk;barman maciej malenczuk;https://www.youtube.com/watch?v=9XauOaEshHo
bokser;maciej malenczuk;bokser maciej malenczuk;https://www.youtube.com/watch?v=b-wap9kPjyI
mam cos zaspiewac o cyrku;maciej malenczuk;mam cos zaspiewac o cyrku maciej malenczuk;https://www.youtube.com/watch?v=HH4XfPkuwnk
ten co wczesniej z toba byl;maciej malenczuk;ten co wczesniej z toba byl maciej malenczuk;https://www.youtube.com/watch?v=t56uGv2rrfU
uwazaj na niego;maciej malenczuk;uwazaj na niego maciej malenczuk;https://www.youtube.com/watch?v=HS7nA2FCxTI
gdy umiera dzien;maciej silski;gdy umiera dzien maciej silski;https://www.youtube.com/watch?v=ndBUqdm0Rww
poki jestes;maciej silski;poki jestes maciej silski;https://www.youtube.com/watch?v=Hvz0gFQQytc
thrift shop ;macklemore & ryan lewis;thrift shop  macklemore & ryan lewis;https://www.youtube.com/watch?v=QK8mJJJvaes
angel;madonna;angel madonna;https://www.youtube.com/watch?v=APO9ZKtiy1c
don't cry for me argentina;madonna;don't cry for me argentina madonna;https://www.youtube.com/watch?v=KD_1Z8iUDho
frozen;madonna;frozen madonna;https://www.youtube.com/watch?v=XS088Opj9o0
la isla bonita;madonna;la isla bonita madonna;https://www.youtube.com/watch?v=zpzdgmqIHOQ
like a prayer;madonna;like a prayer madonna;https://www.youtube.com/watch?v=79fzeNUqQbQ
like a virgin;madonna;like a virgin madonna;https://www.youtube.com/watch?v=s__rX_WL100
material girl;madonna;material girl madonna;https://www.youtube.com/watch?v=6p-lDYPR2P8
miles away;madonna;miles away madonna;https://www.youtube.com/watch?v=N3D2oQNSqUI
music;madonna;music madonna;https://www.youtube.com/watch?v=Sdz2oW0NMFk
sorry;madonna;sorry madonna;https://www.youtube.com/watch?v=rdccTOcX7o4
substitute for love;madonna;substitute for love madonna;https://www.youtube.com/watch?v=6rsdGjNWiIw
vogue;madonna;vogue madonna;https://www.youtube.com/watch?v=GuJQSAiODqI
you will see;madonna;you will see madonna;https://www.youtube.com/watch?v=zyFzpBAZICc
you'll see;madonna;you'll see madonna;https://www.youtube.com/watch?v=zyFzpBAZICc
bedziemy niewidzialni;mafia;bedziemy niewidzialni mafia;https://www.youtube.com/watch?v=wWIrzuGcKQA
imie deszczu;mafia;imie deszczu mafia;https://www.youtube.com/watch?v=D-n4El91YLE
noc za sciana;mafia;noc za sciana mafia;https://www.youtube.com/watch?v=tMMKeS1UHXI
ten moment;magda steczkowska & indigo;ten moment magda steczkowska & indigo;https://www.youtube.com/watch?v=Hxo6dY1snRA
jeszcze w zielone gramy;magda umer;jeszcze w zielone gramy magda umer;https://www.youtube.com/watch?v=NeWYgFQYAF0
kiedy mnie juz nie bedzie;magda umer;kiedy mnie juz nie bedzie magda umer;https://www.youtube.com/watch?v=F7EgSUjIwPc
koncert jesienny na dwa swierszcze i wiatr w kominie;magda umer;koncert jesienny na dwa swierszcze i wiatr w kominie magda umer;https://www.youtube.com/watch?v=9BMQt82Ctv0
na calej polaci snieg;magda umer;na calej polaci snieg magda umer;https://www.youtube.com/watch?v=4BSoveT7v_s
jak zapomniec;magdalena tul;jak zapomniec magdalena tul;https://www.youtube.com/watch?v=MYAm84vTiRs
jestem;magdalena tul;jestem magdalena tul;https://www.youtube.com/watch?v=6u4uznE0GxI
so good;magdalena tul;so good magdalena tul;https://www.youtube.com/watch?v=-xZmnNI-86Y
blondynka;magdalena tul i grzegorz wilk;blondynka magdalena tul i grzegorz wilk;https://www.youtube.com/watch?v=sS4tFdnQ9Do
everytime we touch ;maggie reilly;everytime we touch  maggie reilly;https://www.youtube.com/watch?v=hTyCLMA90xM
rude;magic!;rude magic!;https://www.youtube.com/watch?v=PIh2xe4jnpk
aicha;magma;aicha magma;https://www.youtube.com/watch?v=nqNJiwv-m34
bella;maître gims;bella maître gims;https://www.youtube.com/watch?v=rMltoD1jCGI
huragan;maja hyzy;huragan maja hyzy;https://www.youtube.com/watch?v=gUkS3XOUhIs
a ja wole moja mame;majka jezowska;a ja wole moja mame majka jezowska;https://www.youtube.com/watch?v=i5Hj0aXwNHM
margarita;majka jezowska;margarita majka jezowska;https://www.youtube.com/watch?v=Euk_4TncIPE
na plazy;majka jezowska;na plazy majka jezowska;https://www.youtube.com/watch?v=k-AOW_76luU
najpiekniejsza w klasie;majka jezowska;najpiekniejsza w klasie majka jezowska;https://www.youtube.com/watch?v=pEZYgTG7cQY
od rana mam dobry humor;majka jezowska;od rana mam dobry humor majka jezowska;https://www.youtube.com/watch?v=syRcFWnJCAA
chce z toba spedzic swieta;majka jezowska i andrzej krzywy;chce z toba spedzic swieta majka jezowska i andrzej krzywy;https://www.youtube.com/watch?v=kRasNkJnu1g
light it up ;major lazer;light it up  major lazer;https://www.youtube.com/watch?v=r2LpOUwca94
lean on;major lazer & dj snake;lean on major lazer & dj snake;https://www.youtube.com/watch?v=YqeW9_5kURI
dzika mieta ;malgorzata ostrowska;dzika mieta  malgorzata ostrowska;https://www.youtube.com/watch?v=2qka_itWaLA
meluzyna;malgorzata ostrowska;meluzyna malgorzata ostrowska;https://www.youtube.com/watch?v=gSqj5UY6iUA
po niebieskim niebie;malgorzata ostrowska;po niebieskim niebie malgorzata ostrowska;https://www.youtube.com/watch?v=5B89sn1tppM
slowa (jak weze do ucha);malgorzata ostrowska;slowa (jak weze do ucha) malgorzata ostrowska;https://www.youtube.com/watch?v=n-dA7bMJQLc
szpilki - taka mnie chcesz ;malgorzata ostrowska;szpilki - taka mnie chcesz  malgorzata ostrowska;https://www.youtube.com/watch?v=jgagKmgmmZQ
dream a little dream of me;mama cass;dream a little dream of me mama cass;https://www.youtube.com/watch?v=P4T3tMkjRig
mambo italiano;mambo italiano;mambo italiano mambo italiano;https://www.youtube.com/watch?v=s3Nr-FoA9Ps
mariposa traicionera (zdradliwy motyl);mana;mariposa traicionera (zdradliwy motyl) mana;https://www.youtube.com/watch?v=av3wkasS-WQ
dziewczyna gangstera;manchester;dziewczyna gangstera manchester;https://www.youtube.com/watch?v=QDlv_9dMsX8
lubie twoje wlosy;manchester;lubie twoje wlosy manchester;https://www.youtube.com/watch?v=cRrCkRikBA4
tajemnica;manchester;tajemnica manchester;https://www.youtube.com/watch?v=wPI4cK--f9w
the boy from new york city;manhattan transfer;the boy from new york city manhattan transfer;https://www.youtube.com/watch?v=k2fN36wq-zc
e viva espana ;manolo escobar;e viva espana  manolo escobar;https://www.youtube.com/watch?v=ZEF4NCIfbR8
el porompompero;manolo escobar;el porompompero manolo escobar;https://www.youtube.com/watch?v=18l1q9F-FZs
y viva españa;manolo escobar;y viva españa manolo escobar;https://www.youtube.com/watch?v=ZEF4NCIfbR8
brother oh brother;mans zelmerlow;brother oh brother mans zelmerlow;https://www.youtube.com/watch?v=ZOvzuTbghFo
cara mia;mans zelmerlow;cara mia mans zelmerlow;https://www.youtube.com/watch?v=DoV5Vt-2SNI
heroes;mans zelmerlow;heroes mans zelmerlow;https://www.youtube.com/watch?v=-nbq6Ur103Q
miss america;mans zelmerlow;miss america mans zelmerlow;https://www.youtube.com/watch?v=3md4r74NtsM
tragedy;marc anthony;tragedy marc anthony;https://www.youtube.com/watch?v=VjK40bQ8Aas
moja ziemia;marcin kindla;moja ziemia marcin kindla;https://www.youtube.com/watch?v=if-bol2RxgY
nie jestes wyspa;marcin kindla;nie jestes wyspa marcin kindla;https://www.youtube.com/watch?v=14hZf09Zsu4
teraz i tu;marcin kindla;teraz i tu marcin kindla;https://www.youtube.com/watch?v=GT9XvKZicow
jeszcze sie spotkamy;marcin kindla i piotr kupicha;jeszcze sie spotkamy marcin kindla i piotr kupicha;https://www.youtube.com/watch?v=O8D2Hqq03xw
legenda;marcin mrozinski;legenda marcin mrozinski;https://www.youtube.com/watch?v=VTThFPoEZA0
silacz;marcin rozynek;silacz marcin rozynek;https://www.youtube.com/watch?v=g4arvDxKVIo
lucy ;marcin spenner;lucy  marcin spenner;https://www.youtube.com/watch?v=D_MhzW75RWc
bedziesz moja pania;marek grechuta;bedziesz moja pania marek grechuta;https://www.youtube.com/watch?v=XWgehPzY-rE
dni ktorych nie znamy;marek grechuta;dni ktorych nie znamy marek grechuta;https://www.youtube.com/watch?v=oG6pEolAKm8
droga za widnokres;marek grechuta;droga za widnokres marek grechuta;https://www.youtube.com/watch?v=9DW7wEag6w0
gdzies w nas;marek grechuta;gdzies w nas marek grechuta;https://www.youtube.com/watch?v=ulPUWfdhA5s
korowod;marek grechuta;korowod marek grechuta;https://www.youtube.com/watch?v=vrZKEvEen0M
nie dokazuj;marek grechuta;nie dokazuj marek grechuta;https://www.youtube.com/watch?v=glKDhBuoRUs
niepewnosc;marek grechuta;niepewnosc marek grechuta;https://www.youtube.com/watch?v=VBDYT4wJAa4
ocalic od zapomnienia;marek grechuta;ocalic od zapomnienia marek grechuta;https://www.youtube.com/watch?v=RtWD4iWvgqU
serce;marek grechuta;serce marek grechuta;https://www.youtube.com/watch?v=Og9sQgce5kg
swiecie nasz;marek grechuta;swiecie nasz marek grechuta;https://www.youtube.com/watch?v=fhw117j7LLg
w dzikie wino zaplatani;marek grechuta;w dzikie wino zaplatani marek grechuta;https://www.youtube.com/watch?v=6ZVsrSA3x1o
wedrowka;marek grechuta;wedrowka marek grechuta;https://www.youtube.com/watch?v=FYjH5ESGgN0
wiosna - ach to ty;marek grechuta;wiosna - ach to ty marek grechuta;https://www.youtube.com/watch?v=3NQnnhlRWmc
w dzikie wino zaplatani;marek grechuta i anawa;w dzikie wino zaplatani marek grechuta i anawa;https://www.youtube.com/watch?v=LzTxRupQQjE
oprocz;marek jackowski;oprocz marek jackowski;https://www.youtube.com/watch?v=5BWIJKdEkkM
oprocz blekitnego nieba;marek jackowski;oprocz blekitnego nieba marek jackowski;https://www.youtube.com/watch?v=zS7tKyd_v6s
bez ciebie nie ma mnie;marek kaliszuk;bez ciebie nie ma mnie marek kaliszuk;https://www.youtube.com/watch?v=9HRmJZVtbtg
i won't stop ;marek kaliszuk;i won't stop  marek kaliszuk;https://www.youtube.com/watch?v=A4rjIk2ULXI
tylko blekit;marek koscikiewicz;tylko blekit marek koscikiewicz;https://www.youtube.com/watch?v=Jn2fFd6O_8U
do przodu polsko!;marek torzewski;do przodu polsko! marek torzewski;https://www.youtube.com/watch?v=YCq8zzMuoLk
magnes dusz;marek torzewski;magnes dusz marek torzewski;https://www.youtube.com/watch?v=70xpQiDY2Ck
nic nie dane jest na zawsze;marek torzewski;nic nie dane jest na zawsze marek torzewski;https://www.youtube.com/watch?v=EmcZCiJj-9Y
nie oczekuje juz;marek torzewski;nie oczekuje juz marek torzewski;https://www.youtube.com/watch?v=5DzIrJnr99Q
cool me down;margaret;cool me down margaret;https://www.youtube.com/watch?v=HWX-Mw4dbCs
heartbeat;margaret;heartbeat margaret;https://www.youtube.com/watch?v=0gOrf2RUrfs
start a fire;margaret;start a fire margaret;https://www.youtube.com/watch?v=-fqbx6PoT6E
thank you very much;margaret;thank you very much margaret;https://www.youtube.com/watch?v=SNrZCaZKH-0
wasted ;margaret;wasted  margaret;https://www.youtube.com/watch?v=UZsG_0M9qew
what you do;margaret;what you do margaret;https://www.youtube.com/watch?v=oHfKURVUCnc
augustowskie noce;maria koterbska;augustowskie noce maria koterbska;https://www.youtube.com/watch?v=o3ZeocsyiUI
bo moj chlopiec pilke kopie;maria koterbska;bo moj chlopiec pilke kopie maria koterbska;https://www.youtube.com/watch?v=9rtB69P07IU
brzydula i rudzielec;maria koterbska;brzydula i rudzielec maria koterbska;https://www.youtube.com/watch?v=mz9Ut_Cqiqo
chlopcy z obcych morz;maria koterbska;chlopcy z obcych morz maria koterbska;https://www.youtube.com/watch?v=5fREfboFR4U
do grajacej szafy grosik wrzuc;maria koterbska;do grajacej szafy grosik wrzuc maria koterbska;https://www.youtube.com/watch?v=fV3HLT9Q1H8
karuzela;maria koterbska;karuzela maria koterbska;https://www.youtube.com/watch?v=zH4L_4Zs_Kw
nie o mnie;maria koterbska;nie o mnie maria koterbska;https://www.youtube.com/watch?v=ldeNkGWhCjM
parasolki;maria koterbska;parasolki maria koterbska;https://www.youtube.com/watch?v=yugEIsB2wV0
popatrzy w oczy taki ktos;maria koterbska;popatrzy w oczy taki ktos maria koterbska;https://www.youtube.com/watch?v=wz3EFGa9Hgc
serduszko puka w rytmie cha-cha;maria koterbska;serduszko puka w rytmie cha-cha maria koterbska;https://www.youtube.com/watch?v=maqdqO9G9Rk
to niby takie proste;maria koterbska;to niby takie proste maria koterbska;https://www.youtube.com/watch?v=R86tQhkvzFI
wio koniku;maria koterbska;wio koniku maria koterbska;https://www.youtube.com/watch?v=-RLhzS6_fj4
wroclawska piosenka;maria koterbska;wroclawska piosenka maria koterbska;https://www.youtube.com/watch?v=wu20lRZct_c
piosenka przypomni ci;maria kramerowna;piosenka przypomni ci maria kramerowna;https://www.youtube.com/watch?v=NJG76TyzXoo
chcialabym a boje sie;maria modzelewska;chcialabym a boje sie maria modzelewska;https://www.youtube.com/watch?v=6GDppBl4ZCg
wspomnij mnie;maria modzelewska;wspomnij mnie maria modzelewska;https://www.youtube.com/watch?v=Efes7N7ef-g
and so the story goes ;maria montell;and so the story goes  maria montell;https://www.youtube.com/watch?v=x6Elpc9WnZU
all i want for christmas is you;mariah carey;all i want for christmas is you mariah carey;https://www.youtube.com/watch?v=aAkMkVFwAoo
hero;mariah carey;hero mariah carey;https://www.youtube.com/watch?v=0IA3ZvCkRkQ
my all;mariah carey;my all mariah carey;https://www.youtube.com/watch?v=mIhI23gBBPQ
one sweet day;mariah carey;one sweet day mariah carey;https://www.youtube.com/watch?v=UXxRyNvTPr8
without you;mariah carey;without you mariah carey;https://www.youtube.com/watch?v=Hat1Hc9SNwE
viens viens;marie laforet;viens viens marie laforet;https://www.youtube.com/watch?v=i5QAQFdZgYU
kayleigh;marillion;kayleigh marillion;https://www.youtube.com/watch?v=OQ4oaLUilBc
diamonds are a girl's best friend;marilyn monroe;diamonds are a girl's best friend marilyn monroe;https://www.youtube.com/watch?v=knLd8bfeWtI
i wanna be loved by you;marilyn monroe;i wanna be loved by you marilyn monroe;https://www.youtube.com/watch?v=WQIvhotZSUw
marina;marino marini;marina marino marini;https://www.youtube.com/watch?v=T8jn_M6aIec
nie placz kiedy odjade;marino marini;nie placz kiedy odjade marino marini;https://www.youtube.com/watch?v=7ycx1JTaUBQ
macarena;mario bischin;macarena mario bischin;https://www.youtube.com/watch?v=FwiPaawYB6k
morena;mario bischin;morena mario bischin;https://www.youtube.com/watch?v=xPG0gXFtaLc
valerie;mark ronson & amy winehouse;valerie mark ronson & amy winehouse;https://www.youtube.com/watch?v=bixuI_GV5I0
somebody to love me;mark ronson & boy george;somebody to love me mark ronson & boy george;https://www.youtube.com/watch?v=3YPKUlNvTww
uptown funk;mark ronson & bruno mars;uptown funk mark ronson & bruno mars;https://www.youtube.com/watch?v=OPf0YbXqDm0
mydelko fa;marlena drozdowska i marek kondrat;mydelko fa marlena drozdowska i marek kondrat;https://www.youtube.com/watch?v=V6vO57MrSDk
moves like jagger;maroon 5;moves like jagger maroon 5;https://www.youtube.com/watch?v=iEPTlhBmwRg
this love;maroon 5;this love maroon 5;https://www.youtube.com/watch?v=XPpTgCho5ZA
moves like jagger;maroon 5 & christina aguilera;moves like jagger maroon 5 & christina aguilera;https://www.youtube.com/watch?v=iEPTlhBmwRg
el temperamento ;marquess;el temperamento  marquess;https://www.youtube.com/watch?v=J-wA3Npzsuo
la histeria ;marquess;la histeria  marquess;https://www.youtube.com/watch?v=CKSIQ2Lq6sk
me va me va;marquess;me va me va marquess;https://www.youtube.com/watch?v=YoQKTPMf14M
vayamos companeros;marquess;vayamos companeros marquess;https://www.youtube.com/watch?v=oaC06eRoYGY
czy tak czy nie;marta mirska;czy tak czy nie marta mirska;https://www.youtube.com/watch?v=U0bG1PCDQYY
gdy sie kogos ma;marta mirska;gdy sie kogos ma marta mirska;https://www.youtube.com/watch?v=Sgairfm1tq0
paryski gavroche;marta mirska;paryski gavroche marta mirska;https://www.youtube.com/watch?v=JPbMQrUqpRQ
pierwszy siwy wlos;marta mirska;pierwszy siwy wlos marta mirska;https://www.youtube.com/watch?v=0b7FzxuqYjA
piosenka przypomni ci;marta mirska;piosenka przypomni ci marta mirska;https://www.youtube.com/watch?v=NJG76TyzXoo
wesoly pociag;marta mirska;wesoly pociag marta mirska;https://www.youtube.com/watch?v=24UeMQrfFOg
zachodni wiatr (rozstanie z morzem);marta mirska;zachodni wiatr (rozstanie z morzem) marta mirska;https://www.youtube.com/watch?v=X9bLpC4396A
nieodkryty lad;marta podulka;nieodkryty lad marta podulka;https://www.youtube.com/watch?v=YvY8n59y89c
i feel the earth move;martika;i feel the earth move martika;https://www.youtube.com/watch?v=Oo2K9vkfUoE
toy soldiers;martika;toy soldiers martika;https://www.youtube.com/watch?v=LvdLovAaYzM
dzieli nas;martin fitch;dzieli nas martin fitch;https://www.youtube.com/watch?v=Q-PDdnMumn8
hello;martin solveig;hello martin solveig;https://www.youtube.com/watch?v=kK42LZqO0wA
w domach z betonu;martyna jakubowicz;w domach z betonu martyna jakubowicz;https://www.youtube.com/watch?v=pwO4y5FN7BA
mercy mercy me ;marvin gaye;mercy mercy me  marvin gaye;https://www.youtube.com/watch?v=efiDnHS3fzk
what's going on;marvin gaye;what's going on marvin gaye;https://www.youtube.com/watch?v=H-kA3UtBj4M
goodbye;mary hopkin;goodbye mary hopkin;https://www.youtube.com/watch?v=0euTSZVkJGQ
those were the days ;mary hopkin;those were the days  mary hopkin;https://www.youtube.com/watch?v=y3KEhWTnWvE
